61,1,0,10,0,2,0,0,12,2,2,0
1,1889,59,18,9,114,3,3,3,44,5,0
0,67,1065,1,18,59,0,3,15,40,3,1
11,8,0,95,1,14,1,1,1,3,2,0
6,7,10,3,76,11,0,0,1,1,1,1
8,79,55,36,5,1079,0,2,96,48,13,0
0,1,0,3,0,0,54,24,0,0,0,2
0,4,1,7,0,2,27,864,0,9,0,0
10,5,12,4,1,74,1,3,992,27,37,0
8,29,27,11,2,34,4,17,22,45,27,1
0,3,1,0,2,2,1,0,54,22,1324,0
0,0,0,3,1,0,0,0,0,0,1,95
