64,1,0,5,0,5,0,0,10,3,2,0
0,2007,49,4,5,56,0,6,1,16,4,0
0,49,1171,1,2,30,0,3,2,13,1,0
8,10,0,89,0,10,2,2,3,12,1,0
2,5,6,2,93,7,0,0,1,0,0,1
7,59,34,14,2,1183,0,1,79,34,8,0
0,0,0,1,0,1,65,16,0,1,0,0
0,5,1,2,0,1,21,876,0,8,0,0
8,2,8,2,0,54,1,2,1063,14,12,0
6,29,28,9,1,38,5,16,26,46,22,1
0,2,1,0,0,4,1,0,20,11,1370,0
0,0,0,3,2,0,2,1,0,0,0,92
