model_name,best_val_f1,best_epoch,test_acc,test_f1_macro,test_f05_macro,test_loss
densenet121_imagenet_finetune,0.8175617836384389,22,0.8981838194826637,0.8050135732277548,0.8078879826388903,1.2041092244228557
mobilenet_v3_large_imagenet_finetune,0.8128430007093472,24,0.8936708860759494,0.7999260713183025,0.8020372696749304,1.5578349175135644
custom_resnet18_like_scratch,0.7557501642828045,39,0.8408365437534397,0.7375411626872855,0.730707134285859,0.9602995940860839
